WID,ISLAND,YR_DRILLED,INIT_HEAD,INIT_HEAD2,INIT_HEAD3,Temp_F,Temp_C,GROUND_EL,WELL_DEPTH
6-5539-001,Maui,1990,5.5,,,,,924,985
8-2983-001,Hawaii,1990,8,,,,,610,720
8-6448-001,Hawaii,1990,1,,,,,1341,1465
8-6046-001,Hawaii,1989,13.6,,,77.9,25.5,1302,1400
6-3904-005,Maui,1989,40,,,73.04,22.8,121,174
6-5240-005,Maui,1989,8,,,68,20,8,78
3-2408-008,Oahu,1989,5,,,,,145,220
3-3351-004,Oahu,1989,,,,,,,10
4-0350-005,Molokai,1989,4,,,,,56,67
4-0356-002,Molokai,1989,,,,,,,7
5-4555-001,Lanai,1989,208,,,,,1228,1020
6-4527-012,Maui,1989,14,,,,,15,20
6-5328-050,Maui,1989,,,,,,,65
8-7347-003,Hawaii,1989,9.8,,,,,341,405
8-7347-004,Hawaii,1989,11.4,,,,,630,730
8-7445-001,Hawaii,1989,7.2,,,,,109,460
8-7448-006,Hawaii,1989,8.21,,,,,412,440
8-7449-003,Hawaii,1989,7,543.2,,,,541,585
8-7451-001,Hawaii,1989,4.2,,,,,567,632
8-7549-003,Hawaii,1989,2.2,297.2,,,,299,436
2-1120-002,Kauai,1988,,,,,,80,120
2-5534-005,Kauai,1988,,,,,,,570
3-1900-022,Oahu,1988,,,,,,,12
3-1959-008,Oahu,1988,,,,,,,12
3-2600-005,Oahu,1988,,,,,,,28
3-2702-001,Oahu,1988,,,,,,688,155
3-2702-002,Oahu,1988,,,,,,694,155
6-4559-001,Maui,1988,5.3,,,,,410,440
8-4003-004,Hawaii,1988,8,,,,,195,235
8-5239-002,Hawaii,1988,1280,,,,,4260,3300
8-5452-003,Hawaii,1988,1,,,,,51,62
8-5552-001,Hawaii,1988,,,,,,81,91
2-0620-002,Kauai,1987,,,,,,201,220
2-1120-050,Kauai,1987,,,,,,,260
2-1220-004,Kauai,1987,55,,,,,120,125
2-1220-005,Kauai,1987,55,,,,,120,137
2-5821-003,Kauai,1987,13,,,,,160,277
2-5821-005,Kauai,1987,14,,,,,100,338
2-5821-006,Kauai,1987,12,,,,,100,380
3-1952-040,Oahu,1987,,,,,,9,34
3-1952-041,Oahu,1987,,,,,,9,39
3-1952-042,Oahu,1987,,,,,,9,39
3-1952-043,Oahu,1987,,,,,,9,39
3-1952-044,Oahu,1987,,,,,,9,39
3-1952-045,Oahu,1987,,,,,,9,39
3-1952-046,Oahu,1987,,,,,,9,31
3-2356-070,Oahu,1987,,,,,,,261
3-4157-005,Oahu,1987,13,,,,,6,290
3-4157-006,Oahu,1987,13,,,,,6,290
3-4157-007,Oahu,1987,13,,,,,6,290
4-0354-004,Molokai,1987,,,,,,,7
5-5055-001,Lanai,1987,650,,,,,2100,1650
6-5140-001,Maui,1987,,,,,,5,36
6-5140-002,Maui,1987,,,,,,11,56
6-5731-005,Maui,1987,,,,,,303,358
6-5938-001,Maui,1987,8.3,,,,,946,966
8-4363-013,Hawaii,1987,22,,,,,22,26
8-4463-004,Hawaii,1987,,,,,,,22
8-6323-001,Hawaii,1987,,,,,,509,575
8-6340-004,Hawaii,1987,,,,,,,105
8-6340-005,Hawaii,1987,,,,,,,103
8-6440-001,Hawaii,1987,,,,,,,130
8-6440-002,Hawaii,1987,,,,,,,160
8-6440-003,Hawaii,1987,,,,,,,105
3-1748-014,Oahu,1986,,,,,,26,1203
3-2343-003,Oahu,1986,,,,,,9,12
3-2400-007,Oahu,1986,,,,,,148,419
3-2659-001,Oahu,1986,17.75,,,,,412,1789
4-0604-002,Molokai,1986,,,,,,,11
4-0605-002,Molokai,1986,,,,,,,200
5-5054-002,Lanai,1986,1005,905,,,,1910,1310
6-5228-019,Maui,1986,3.5,,,,,59,94
6-5240-008,Maui,1986,20,,,,,,45
6-5513-001,Maui,1986,233,,,,,288,209
3-1948-002,Oahu,1985,158.5,,,,,182,350
3-2247-001,Oahu,1985,171,,,,,358,525
3-2358-050,Oahu,1985,,,,,,38,80
3-2711-005,Oahu,1985,,,,,,,30
3-4157-004,Oahu,1985,,,,,,10,336
4-0501-006,Molokai,1985,,,,,,,18
4-0605-001,Molokai,1985,,,,,,,120
6-3726-003,Maui,1985,1,,,,,110,125
6-5241-001,Maui,1985,,,,,,,28
6-5631-004,Maui,1985,,,,,,109,100
8-2883-006,Hawaii,1985,11,,,,,,
8-4461-001,Hawaii,1985,,,,,,,185
2-1220-003,Kauai,1984,,,,,,,170
4-0456-013,Molokai,1984,,,,,,,20
8-2883-005,Hawaii,1984,,,,,,600,4956
8-6450-002,Hawaii,1984,,,,,,801,835
3-2347-009,Oahu,1983,,,,71.78,22.1,209,62
3-2901-012,Oahu,1983,279,,,70.16,21.2,874,858
4-1058-002,Molokai,1983,297,,,68.9,20.5,472,194
2-1220-001,Kauai,1983,,,,,,155,170
2-1220-002,Kauai,1983,,,,,,160,175
3-1649-013,Oahu,1983,,,,,,12,35
3-1649-014,Oahu,1983,,,,,,9,35
3-1952-039,Oahu,1983,,,,,,9,35
3-2347-004,Oahu,1983,210.6,,,,,213,64
3-2347-005,Oahu,1983,,,,,,214,63
3-2347-006,Oahu,1983,,,,,,211,63
3-2347-007,Oahu,1983,,,,,,208,62
3-2347-008,Oahu,1983,,,,,,208,62
3-3406-010,Oahu,1983,,,,,,,10
8-0246-001,Hawaii,1983,9.5,,,,,1037,1095
3-3856-009,Oahu,1982,17.4,,,70.16,21.2,109,281
3-3453-010,Oahu,1982,,,,,,,445
6-5430-005,Maui,1982,,,,,,380,1400
8-2883-004,Hawaii,1982,,,,,,718,8605
8-2883-003,Hawaii,1981,11.3,,,113,45,619,7290
3-1943-001,Oahu,1981,36.9,,,75.56,24.2,350,520
3-2101-003,Oahu,1981,22.3,,,71.6,22,13,355
3-2450-002,Oahu,1981,326.7,,,67.64,19.8,497,600
2-0020-002,Kauai,1981,,,,,,,200
2-0623-003,Kauai,1981,524.4,,,,,551,153
3-1646-006,Oahu,1981,,,,,,10,145
3-3453-009,Oahu,1981,,,,,,67,410
6-4300-001,Maui,1981,5,,,,,213,223
8-2883-002,Hawaii,1981,,,,,,600,8389
8-5307-002,Hawaii,1981,80,,,,,101,130
8-2685-001,Hawaii,1980,8,,,129.92,54.4,802,8300
2-1120-049,Kauai,1980,,,,,,,155
3-2153-005,Oahu,1980,21,,,,,35,1253
3-2300-018,Oahu,1980,26.3,,,,,26,1108
3-4157-009,Oahu,1980,,,,,,,78
3-4258-008,Oahu,1980,,,,,,,
3-4258-012,Oahu,1980,,,,,,,100
3-4258-013,Oahu,1980,,,,,,,100
3-4258-015,Oahu,1980,,,,,,,100
3-4258-016,Oahu,1980,,,,,,,100
3-4258-017,Oahu,1980,,,,,,,100
3-4258-018,Oahu,1980,,,,,,5,109
6-5517-008,Maui,1980,,,468,,,548,140
6-5939-001,Maui,1980,,,,,,,
8-5452-001,Hawaii,1980,,,,,,40,40
8-5452-002,Hawaii,1980,,,,,,51,53
3-3453-008,Oahu,1979,19,,,73.94,23.3,60,160
6-5516-001,Maui,1979,,,,69.08,20.6,,135
6-5516-002,Maui,1979,,,,69.08,20.6,,123
3-2459-022,Oahu,1979,,,,,,,114
3-3314-004,Oahu,1979,,,,,,,21
4-0457-004,Molokai,1979,,,,,,235,244
8-5814-002,Hawaii,1979,,,,,,665,711
3-4100-001,Oahu,1978,10,,,69.8,21,15,438
2-0918-001,Kauai,1978,,,,,,,80
2-0919-001,Kauai,1978,,,,,,,140
2-0919-002,Kauai,1978,,,,,,,146
3-1952-033,Oahu,1978,,,,,,,40
3-2101-014,Oahu,1978,,,,,,6,12
3-2356-069,Oahu,1978,,,,,,,
3-3051-001,Oahu,1978,,,,,,20,7
6-4427-009,Maui,1978,,,,,,,15
6-5229-001,Maui,1978,,,,,,136,441
3-2356-066,Oahu,1977,,,,,,,
3-2356-067,Oahu,1977,,,,,,,
3-2356-068,Oahu,1977,,,,,,,
3-2751-005,Oahu,1977,,,,,,400,165
3-2751-006,Oahu,1977,,,,,,239,115
3-3855-011,Oahu,1977,,,,,,,251
3-4258-007,Oahu,1977,,,,,,5,100
6-5329-018,Maui,1977,,,,,,191,450
6-5515-007,Maui,1977,,,,,,,217
8-2815-002,Hawaii,1977,3532,,,,,3865,365
8-3557-005,Hawaii,1976,4,,,68,20,590,595
3-2042-018,Oahu,1976,,,,,,15,20
3-2104-001,Oahu,1976,,,,,,125,176
3-2652-002,Oahu,1976,,,,,,690,355
3-2652-003,Oahu,1976,,,,,,690,310
3-2652-004,Oahu,1976,,,,,,690,278
4-0356-001,Molokai,1976,3.5,,,,,20,19
6-5430-003,Maui,1976,14.4,,,,,415,580
8-2714-002,Hawaii,1976,3577,,,,,3802,500
8-2714-003,Hawaii,1976,3577,,,,,3802,245
8-2883-001,Hawaii,1976,,,,,,600,6455
8-6843-007,Hawaii,1976,,,,,,,
3-2357-024,Oahu,1975,14,,,71.24,21.8,45,265
8-7449-002,Hawaii,1975,,,,71.06,21.7,542,591
3-1748-012,Oahu,1975,7.42,,,,,121,368
4-0352-009,Molokai,1975,,,,,,130,103
4-0354-002,Molokai,1975,2.7,,,,,64,80
4-0807-001,Molokai,1975,3,,,,,348,395
6-3726-001,Maui,1975,0,,,,,,31
6-4701-001,Maui,1975,6.5,,,,,403,426
6-5330-012,Maui,1975,16.7,,,,,398,610
6-5413-003,Maui,1975,,,,,,,135
6-5430-004,Maui,1975,0,,,,,382,490
6-5339-004,Maui,1974,3.2,,,67.1,19.5,654,749
3-2301-038,Oahu,1974,,,,,,126,276
3-2301-039,Oahu,1974,,,,,,123,273
3-3203-001,Oahu,1974,,,,,,860,1070
4-0644-001,Molokai,1974,7,,,,,50,67
4-0915-001,Molokai,1974,6.7,,,,,48,60
4-1014-001,Molokai,1974,5.6,,,,,63,70
4-1114-001,Molokai,1974,1,,,,,76,93
4-1114-002,Molokai,1974,9.4,,,,,63,70
6-3904-001,Maui,1974,,,,,,,
6-3904-002,Maui,1974,,,,,,,
6-4802-001,Maui,1974,14,,,,,75,90
6-4802-002,Maui,1974,,,,,,40,95
6-4802-003,Maui,1974,,,,,,,105
6-5431-001,Maui,1974,16.6,,,,,494,560
6-5519-002,Maui,1974,210,,,,,360,228
6-5631-001,Maui,1974,16.64,,,,,248,300
8-4203-009,Hawaii,1974,6,,,,,55,210
8-4203-011,Hawaii,1974,6,,,,,43,210
8-4203-012,Hawaii,1974,6,,,,,49,210
8-6250-001,Hawaii,1974,,,,,,78,500
8-6250-002,Hawaii,1974,,,,,,49,180
8-2317-001,Hawaii,1973,1806,,,136.94,58.3,3606,4127
8-4203-010,Hawaii,1973,6,,,68,20,55,210
2-0518-001,Kauai,1973,5,,,,,35,300
2-0518-002,Kauai,1973,5,,,,,35,200
2-5435-004,Kauai,1973,,,,,,45,185
3-1853-001,Oahu,1973,,,,,,,120
3-1947-001,Oahu,1973,,,,,,670,200
3-2750-010,Oahu,1973,,,,,,,570
3-2750-011,Oahu,1973,,,,,,,74
3-3102-002,Oahu,1973,,,,,,960,977
3-3406-008,Oahu,1973,,,,,,,67
6-5332-004,Maui,1973,675,,,,,713,254
8-2714-001,Hawaii,1973,3620,,,,,3802,328
8-2715-001,Hawaii,1973,,,,,,3910,400
8-2815-001,Hawaii,1973,,,,,,,375
8-0830-001,Hawaii,1972,,,,66.2,19,22,20
2-0839-001,Kauai,1972,,,,62.6,17,3930,22
3-1750-012,Oahu,1972,,,,,,,
3-1750-013,Oahu,1972,,,,,,,
3-1800-001,Oahu,1972,,,,,,,106
3-1806-008,Oahu,1972,,,,,,,215
3-1900-014,Oahu,1972,,,,,,,106
3-1900-015,Oahu,1972,,,,,,,126
3-1959-007,Oahu,1972,,,,,,6,106
3-2650-003,Oahu,1972,,,,,,,110
3-2712-028,Oahu,1972,0,,,,,8,21
3-2712-029,Oahu,1972,0,,,,,,80
3-2750-009,Oahu,1972,,,,,,62,122
3-2751-009,Oahu,1972,,,,,,50,3
3-3102-001,Oahu,1972,265.2,,,,,965,960
6-4426-001,Maui,1972,,,,,,,203
6-4829-001,Maui,1972,,,,,,11,39
6-5021-001,Maui,1972,8.96,,,,,1078,1130
6-5515-001,Maui,1972,268,,,,,448,250
8-6049-003,Hawaii,1972,,,,,,,
8-0335-001,Hawaii,1971,10,,,66.92,19.4,748,896
3-2005-001,Oahu,1971,22,,,,,120,142
3-2457-013,Oahu,1971,,,,,,263,504
3-2457-015,Oahu,1971,,,,,,263,503
3-2652-001,Oahu,1971,,,,,,690,366
3-2750-008,Oahu,1971,,,,,,80,365
3-3314-003,Oahu,1971,4.7,,,,,1146,1228
6-4728-004,Maui,1971,,,,,,,200
6-5227-007,Maui,1971,,,,,,40,80
6-5328-045,Maui,1971,,,,,,,282
6-5328-046,Maui,1971,,,,,,40,282
6-5328-047,Maui,1971,,,,,,40,280
6-5329-004,Maui,1971,,,,,,80,110
6-5329-005,Maui,1971,,,,,,120,
6-5329-016,Maui,1971,,,,,,52,98
6-5427-008,Maui,1971,2.4,,,,,8,385
6-5540-002,Maui,1971,,,,,,450,
6-5540-003,Maui,1971,2.7,,,,,504,524
6-5940-001,Maui,1971,,,,,,38,50
8-3185-002,Hawaii,1971,,,,,,380,430
8-4204-001,Hawaii,1971,,,,,,,35
8-4304-003,Hawaii,1971,,,,,,10,20
8-6049-004,Hawaii,1971,,,,,,82,93
3-1749-022,Oahu,1970,23.4,,,75.2,24,14,911
8-2487-002,Hawaii,1970,3.1,,,74.3,23.5,753,803
6-3625-001,Maui,1970,,,,72.32,22.4,,8
3-2047-005,Oahu,1970,,,,69.8,21,528,537
6-0137-001,Maui,1970,,,,66.2,19,100,140
6-3518-001,Maui,1970,,,,66.02,18.9,10,11
8-1128-002,Hawaii,1970,8.7,,,66.02,18.9,304,375
2-1329-002,Kauai,1970,,,,,,50,486
3-1646-004,Oahu,1970,,,,,,9,31
3-1751-006,Oahu,1970,,,,,,5,151
3-2457-005,Oahu,1970,13.6,,,,,147,444
3-2457-006,Oahu,1970,13.5,,,,,147,458
3-2457-007,Oahu,1970,,,,,,,455
3-2457-008,Oahu,1970,,,,,,,338
3-2457-009,Oahu,1970,,,,,,147,461
3-2457-010,Oahu,1970,,,,,,147,368
3-2457-011,Oahu,1970,,,,,,147,363
3-2457-012,Oahu,1970,,,,,,147,367
3-3407-033,Oahu,1970,,,,,,9,
3-3512-001,Oahu,1970,,,,,,15,59
3-3512-002,Oahu,1970,,,,,,16,56
3-4101-011,Oahu,1970,18.8,,,,,82,127
6-4728-001,Maui,1970,,,,,,,37
6-4728-002,Maui,1970,,,,,,,37
6-4728-003,Maui,1970,,,,,,,37
6-4728-005,Maui,1970,,,,,,,37
6-5237-001,Maui,1970,,,,,,1530,356
6-5237-002,Maui,1970,,,,,,1800,317
6-5327-011,Maui,1970,,,,,,69,
6-5328-043,Maui,1970,,,,,,40,283
6-5329-014,Maui,1970,,,,,,120,128
6-5329-015,Maui,1970,16,,,,,37,68
6-5338-001,Maui,1970,431,,,,,1070,750
6-5338-002,Maui,1970,820.1,,,,,1257,597
6-5424-005,Maui,1970,1.9,,,,,,
8-4304-004,Hawaii,1970,,,,,,10,20
8-5745-002,Hawaii,1969,16,,,80.06,26.7,1203,1231
8-7448-005,Hawaii,1969,,,,71.6,22,420,522
3-2201-014,Oahu,1969,20,,,71.06,21.7,18,185
4-0700-001,Molokai,1969,8,,,70.52,21.4,979,1080
3-2358-048,Oahu,1969,15.3,,,68.9,20.5,5,195
2-0046-001,Kauai,1969,,,,,,,80
2-5227-001,Kauai,1969,,,,,,,20
3-1940-009,Oahu,1969,10.4,,,,,30,39
3-2042-017,Oahu,1969,,,,,,30,90
3-2400-003,Oahu,1969,24.3,,,,,203,386
3-2400-004,Oahu,1969,24,,,,,203,386
3-2402-001,Oahu,1969,20.6,,,,,430,575
3-2402-002,Oahu,1969,24.8,,,,,430,575
6-4627-014,Maui,1969,,,,,,130,200
6-4627-015,Maui,1969,,,,,,,110
6-4627-016,Maui,1969,,,,,,,161
6-4627-017,Maui,1969,,,,,,,120
6-5228-014,Maui,1969,,,,,,60,90
6-5228-015,Maui,1969,,,,,,39,74
6-5228-016,Maui,1969,,,,,,39,83
6-5328-042,Maui,1969,,,,,,29,83
6-5328-051,Maui,1969,,,,,,30,
6-5329-011,Maui,1969,,,,,,93,124
6-5329-012,Maui,1969,,,,,,94,115
6-5329-013,Maui,1969,,,,,,105,161
6-5329-017,Maui,1969,,,,,,180,122
6-5620-002,Maui,1969,,,,,,,36
8-1032-001,Hawaii,1969,,,,,,1280,941
8-1033-001,Hawaii,1969,,,,,,2000,877
8-4534-001,Hawaii,1969,,,,,,6000,350
8-5548-001,Hawaii,1968,6.1,,,82.04,27.8,813,865
8-5648-001,Hawaii,1968,5.1,,,81.5,27.5,620,651
3-1851-068,Oahu,1968,,,,78.98,26.1,7,36
3-1851-069,Oahu,1968,0.3,,,78.08,25.6,7,40
3-1851-070,Oahu,1968,0.3,,,78.08,25.6,7,30
3-3308-002,Oahu,1968,19,,,71.96,22.2,336,430
3-2800-002,Oahu,1968,37.1,,,71.06,21.7,758,1008
3-2800-001,Oahu,1968,35.1,,,70.7,21.5,762,1012
8-4003-002,Hawaii,1968,13.1,,,67.1,19.5,201,302
8-0831-001,Hawaii,1968,4,,,62.96,17.2,123,174
8-4858-002,Hawaii,1968,1.8,,,,,503,523
2-5727-001,Kauai,1968,90.2,,,,,508,878
3-1751-005,Oahu,1968,,,,,,,
3-1851-067,Oahu,1968,3,,,,,18,619
3-1940-008,Oahu,1968,14.5,,,,,30,175
3-2042-014,Oahu,1968,1,,,,,11,220
3-2042-015,Oahu,1968,1,,,,,11,211
3-2042-016,Oahu,1968,2,,,,,12,210
3-2047-003,Oahu,1968,,,,,,549,75
3-2047-004,Oahu,1968,540.9,,,,,526,155
3-2457-003,Oahu,1968,16.3,,,,,272,423
6-4727-003,Maui,1968,,,,,,,30
6-4727-004,Maui,1968,,,,,,,20
6-4727-005,Maui,1968,,,,,,,20
6-4727-006,Maui,1968,,,,,,,20
6-4727-007,Maui,1968,,,,,,,60
6-5424-004,Maui,1968,,,,,,,45
6-5540-001,Maui,1968,1.4,,,,,444,472
8-0830-002,Hawaii,1968,,,,,,56,90
8-1033-002,Hawaii,1968,,,,,,1792,859
3-1952-036,Oahu,1967,0.3,,,80.06,26.7,15,80
6-5529-002,Maui,1967,3.6,,,73.94,23.3,10,76
3-2053-012,Oahu,1967,21.3,,,69.98,21.1,6,789
3-3553-006,Oahu,1967,19.5,,,69.8,21,88,378
3-3553-007,Oahu,1967,23.4,,,69.8,21,89,378
3-3553-008,Oahu,1967,,,,69.8,21,,380
6-5839-002,Maui,1967,1.5,,,69.08,20.6,491,525
2-5628-001,Kauai,1967,49,,,,,439,910
3-1646-005,Oahu,1967,,,,,,10,146
3-1649-011,Oahu,1967,1.9,,,,,5,85
3-1649-012,Oahu,1967,,,,,,,105
3-1750-010,Oahu,1967,2.8,,,,,4,88
3-1750-011,Oahu,1967,2.9,,,,,5,55
3-1751-004,Oahu,1967,,,,,,5,
3-1851-062,Oahu,1967,,,,,,,65
3-1851-063,Oahu,1967,,,,,,,80
3-1851-064,Oahu,1967,,,,,,7,91
3-1851-065,Oahu,1967,1.5,,,,,7,80
3-1851-066,Oahu,1967,,,,,,20,100
3-2042-012,Oahu,1967,,,,,,10,219
3-2358-045,Oahu,1967,16,,,,,38,101
3-2358-046,Oahu,1967,,,,,,,175
3-2358-047,Oahu,1967,,,,,,35,141
3-3553-005,Oahu,1967,,,,,,7,1007
3-3554-003,Oahu,1967,,,,,,90,378
6-4327-006,Maui,1967,,,,,,,45
6-5330-011,Maui,1967,,,,,,354,605
6-5424-003,Maui,1967,,,,,,,35
6-5731-001,Maui,1967,25,,,,,475,530
8-8741-001,Hawaii,1967,2,,,,,,
2-5526-001,Kauai,1966,147,,,,,355,1010
2-5527-001,Kauai,1966,40,,,,,358,1030
3-1642-002,Oahu,1966,,,,,,6,272
3-1905-003,Oahu,1966,2.3,,,,,56,70
3-1940-007,Oahu,1966,,,,,,20,80
3-1959-005,Oahu,1966,5.3,,,,,6,1111
3-1959-006,Oahu,1966,,,,,,6,290
3-2042-005,Oahu,1966,,,,,,12,450
3-2042-006,Oahu,1966,,,,,,12,328
3-2042-007,Oahu,1966,,,,,,10,320
3-2042-008,Oahu,1966,,,,,,10,
3-2042-009,Oahu,1966,,,,,,10,
3-2042-010,Oahu,1966,,,,,,14,36
3-2042-011,Oahu,1966,,,,,,10,180
3-2100-002,Oahu,1966,22.8,,,,,20,544
3-2356-054,Oahu,1966,,,,,,374,552
3-2356-055,Oahu,1966,,,,,,252,542
3-2356-056,Oahu,1966,8.6,,,,,252,549
3-2549-001,Oahu,1966,,,,,,485,423
3-3407-031,Oahu,1966,,,,,,13,40
3-3407-032,Oahu,1966,,,,,,12,40
3-3553-004,Oahu,1966,23.85,,,,,81,380
6-5638-001,Maui,1966,,,,,,776,252
6-5638-002,Maui,1966,,,,,,1169,314
8-6734-001,Hawaii,1966,,,,,,,
8-8836-001,Hawaii,1966,,,,,,40,
8-8837-001,Hawaii,1966,,,,,,40,
3-3213-006,Oahu,1965,,,,80.6,27,26,36
3-1900-013,Oahu,1965,1.5,,,76.1,24.5,5,8
3-3407-030,Oahu,1965,,,,76.1,24.5,15,40
3-2054-003,Oahu,1965,21,,,75.2,24,6,668
8-7448-004,Hawaii,1965,7,,,71.06,21.7,311,412
3-2357-022,Oahu,1965,17.6,,,69.8,21,7,200
6-4831-001,Maui,1965,4.7,,,69.8,21,166,219
3-3553-003,Oahu,1965,22.4,,,69.44,20.8,71,369
8-4203-005,Hawaii,1965,,,,68,20,50,200
8-4203-006,Hawaii,1965,6.5,,,67.82,19.9,50,200
8-0533-002,Hawaii,1965,2,,,64.4,18,94,130
8-0632-001,Hawaii,1965,2.9,,,64.4,18,103,140
2-5822-001,Kauai,1965,120,,,,,150,700
3-1904-001,Oahu,1965,2.2,,,,,5,8
3-2355-009,Oahu,1965,74.6,,,,,160,413
3-2355-010,Oahu,1965,,,,,,159,413
3-2355-011,Oahu,1965,,,,,,159,413
3-2355-012,Oahu,1965,,,,,,160,413
3-2459-021,Oahu,1965,13.9,,,,,32,456
4-0744-001,Molokai,1965,,,,,,45,12
6-5637-005,Maui,1965,1427,,,,,1450,165
8-0533-003,Hawaii,1965,3.2,,,,,89,125
8-1953-001,Hawaii,1965,,,,,,206,226
8-4203-007,Hawaii,1965,,,,,,50,585
8-4203-008,Hawaii,1965,,,,,,39,33
8-4532-001,Hawaii,1965,,,,,,6375,1001
8-7549-002,Hawaii,1965,5.2,,,,,362,84
3-3407-029,Oahu,1964,14.4,,,75.02,23.9,17,40
8-3185-001,Hawaii,1964,10.6,,,71.06,21.7,402,446
8-3900-002,Hawaii,1964,8.1,,,64.94,18.3,95,129
3-1749-023,Oahu,1964,,,,,,,12
3-1750-009,Oahu,1964,,,,,,7,53
3-1902-001,Oahu,1964,2,,,,,5,8
3-2250-001,Oahu,1964,635.6,,,,,614,150
3-2455-003,Oahu,1964,,,,,,100,220
3-2459-019,Oahu,1964,16.9,,,,,202,337
3-2459-020,Oahu,1964,16.9,,,,,202,337
3-2953-003,Oahu,1964,,,,,,,
3-3755-002,Oahu,1964,,,,,,12,155
6-4929-001,Maui,1964,,,,,,78,166
6-4929-002,Maui,1964,,,,,,70,73
6-5424-002,Maui,1964,,,,,,,26
6-5637-001,Maui,1964,,,,,,1450,170
6-5637-002,Maui,1964,,,,,,1350,301
6-5637-003,Maui,1964,,,,,,1450,175
6-5637-004,Maui,1964,,,,,,1450,90
8-6340-001,Hawaii,1964,,,,,,3910,100
8-6340-002,Hawaii,1964,,,,,,3850,100
8-6340-003,Hawaii,1964,,,,,,3770,100
8-6341-001,Hawaii,1964,,,,,,3613,924
8-6341-002,Hawaii,1964,,,,,,3790,100
8-6341-003,Hawaii,1964,,,,,,3850,100
8-6743-002,Hawaii,1964,,,,,,1196,150
8-6843-004,Hawaii,1964,,,,,,1031,90
8-6843-005,Hawaii,1964,,,,,,1050,300
8-6844-001,Hawaii,1964,,,,,,965,150
8-7345-001,Hawaii,1964,6.8,,,,,171,255
8-7345-002,Hawaii,1964,,,,,,161,265
8-7346-001,Hawaii,1964,7.4,,,,,170,267
8-7448-003,Hawaii,1964,6.2,,,,,306,402
8-7552-001,Hawaii,1964,2.8,,,,,293,360
3-1940-002,Oahu,1963,0.4,,,80.96,27.2,42,105
3-3307-017,Oahu,1963,23.8,,,77,25,221,323
3-1851-061,Oahu,1963,30,,,75.92,24.4,20,77
3-2357-021,Oahu,1963,17.3,,,69.8,21,11,167
2-0242-001,Kauai,1963,,,,,,1976,40
2-0836-001,Kauai,1963,3654.8,,,,,3785,130
2-0836-002,Kauai,1963,3653.5,,,,,3710,75
2-0837-001,Kauai,1963,3501.3,,,,,3541,150
2-0837-002,Kauai,1963,3468.5,,,,,3484,50
2-0837-003,Kauai,1963,3429.4,,,,,3434,100
2-0837-004,Kauai,1963,3472.6,,,,,3495,50
2-0837-005,Kauai,1963,3526.5,,,,,3607,140
2-0837-006,Kauai,1963,3609.3,,,,,3697,150
3-1939-001,Oahu,1963,,,,,,2,26
3-1939-002,Oahu,1963,,,,,,2,25
3-1939-003,Oahu,1963,,,,,,2,20
3-1939-004,Oahu,1963,,,,,,2,15
3-1940-003,Oahu,1963,,,,,,28,70
3-1940-004,Oahu,1963,,,,,,32,98
3-1940-005,Oahu,1963,,,,,,32,100
3-1940-006,Oahu,1963,,,,,,32,100
3-2355-008,Oahu,1963,81,,,,,158,390
3-2459-018,Oahu,1963,,,,,,22,185
4-0352-012,Molokai,1963,,,,,,20,14
4-0352-013,Molokai,1963,,,,,,,40
6-5228-012,Maui,1963,10,,,,,40,48
6-5228-013,Maui,1963,,,0.07,,,40,60
6-5328-037,Maui,1963,,,,,,35,68
6-5328-038,Maui,1963,7,,,,,35,46
6-5328-039,Maui,1963,5,,,,,35,78
6-5328-040,Maui,1963,6,,,,,35,61
6-5328-041,Maui,1963,3,,,,,35,70
6-5329-010,Maui,1963,,,,,,90,112
6-5841-002,Maui,1963,,,,,,6,27
8-6048-002,Hawaii,1963,4.5,,,,,340,376
8-6451-001,Hawaii,1963,,,,,,60,90
8-2783-001,Hawaii,1962,0.9,,,129.02,53.9,274,319
6-5327-010,Maui,1962,2.6,,,79.52,26.4,5,86
3-3308-001,Oahu,1962,41.6,,,77,25,80,100
3-3406-007,Oahu,1962,9.7,,,77,25,16,50
3-3407-027,Oahu,1962,6.9,,,77,25,7,100
3-3407-028,Oahu,1962,13.5,,,77,25,15,40
3-3408-007,Oahu,1962,9,,,77,25,36,80
4-0559-001,Molokai,1962,1.6,,,73.04,22.8,273,288
3-2358-044,Oahu,1962,14.8,,,70.16,21.2,14,165
2-1327-002,Kauai,1962,,,,,,190,580
3-1851-060,Oahu,1962,6,,,,,16,180
3-1900-012,Oahu,1962,0.3,,,,,5,25
3-1901-002,Oahu,1962,1.6,,,,,26,30
3-2208-001,Oahu,1962,,,,,,10,30
3-2408-006,Oahu,1962,,,,,,40,93
3-2408-007,Oahu,1962,,,,,,40,93
3-2410-002,Oahu,1962,,,,,,10,100
3-2510-004,Oahu,1962,,,,,,10,40
3-2510-005,Oahu,1962,,,,,,10,100
3-2611-001,Oahu,1962,,,,,,10,50
3-2611-002,Oahu,1962,,,,,,5,40
3-2611-003,Oahu,1962,,,,,,20,40
3-2611-004,Oahu,1962,,,,,,20,40
3-2813-001,Oahu,1962,,,,,,10,20
3-2813-002,Oahu,1962,,,,,,15,40
3-2901-011,Oahu,1962,272.9,,,,,873,821
3-2913-001,Oahu,1962,,,,,,10,10
3-2913-002,Oahu,1962,,,,,,20,69
3-3013-001,Oahu,1962,,,,,,10,40
